,NG5
2018-06-19 10:31:00,11195.044
2018-06-19 10:32:00,11184.894
2018-06-19 10:33:00,11184.894
2018-06-19 10:34:00,11179.819
2018-06-19 10:35:00,11189.969
2018-06-19 10:36:00,11195.044
2018-06-19 10:37:00,11174.744
2018-06-19 10:38:00,11169.669
2018-06-19 10:39:00,11169.669
2018-06-19 10:40:00,11164.594
2018-06-19 10:41:00,11159.519
2018-06-19 10:42:00,11159.519
2018-06-19 10:43:00,11154.444
2018-06-19 10:44:00,11154.444
2018-06-19 10:45:00,11154.444
2018-06-19 10:46:00,11159.519
2018-06-19 10:47:00,11169.669
2018-06-19 10:48:00,11169.669
2018-06-19 10:49:00,11169.669
2018-06-19 10:50:00,11164.594
2018-06-19 10:51:00,11164.594
2018-06-19 10:52:00,11159.519
2018-06-19 10:53:00,11154.444
2018-06-19 10:54:00,11164.594
2018-06-19 10:55:00,11154.444
2018-06-19 10:56:00,11159.519
2018-06-19 10:57:00,11159.519
2018-06-19 10:58:00,11159.519
2018-06-19 10:59:00,11159.519
2018-06-19 11:00:00,11154.444
2018-06-19 11:01:00,11154.444
2018-06-19 11:02:00,11159.519
2018-06-19 11:03:00,11159.519
2018-06-19 11:04:00,11144.294
2018-06-19 11:05:00,11149.369
2018-06-19 11:06:00,11159.519
2018-06-19 11:07:00,11149.369
2018-06-19 11:08:00,11144.294
2018-06-19 11:09:00,11144.294
2018-06-19 11:10:00,11144.294
2018-06-19 11:11:00,11144.294
2018-06-19 11:12:00,11139.219
2018-06-19 11:13:00,11149.369
2018-06-19 11:14:00,11144.294
2018-06-19 11:15:00,11144.294
2018-06-19 11:16:00,11144.294
2018-06-19 11:17:00,11149.369
2018-06-19 11:18:00,11139.219
2018-06-19 11:19:00,11129.069
2018-06-19 11:20:00,11134.144
2018-06-19 11:21:00,11129.069
2018-06-19 11:22:00,11123.994
2018-06-19 11:23:00,11139.219
2018-06-19 11:24:00,11144.294
2018-06-19 11:25:00,11144.294
2018-06-19 11:26:00,11144.294
2018-06-19 11:27:00,11144.294
2018-06-19 11:28:00,11144.294
2018-06-19 11:29:00,11144.294
2018-06-19 11:30:00,11139.219
2018-06-19 11:31:00,11149.369
2018-06-19 11:32:00,11134.144
2018-06-19 11:33:00,11113.844
2018-06-19 11:34:00,11098.619
2018-06-19 11:35:00,11113.844
2018-06-19 11:36:00,11098.619
2018-06-19 11:37:00,11098.619
2018-06-19 11:38:00,11093.544
2018-06-19 11:39:00,11093.544
2018-06-19 11:40:00,11093.544
2018-06-19 11:41:00,11103.694
2018-06-19 11:42:00,11103.694
2018-06-19 11:43:00,11103.694
2018-06-19 11:44:00,11113.844
2018-06-19 11:45:00,11103.694
2018-06-19 11:46:00,11113.844
2018-06-19 11:47:00,11103.694
2018-06-19 11:48:00,11103.694
2018-06-19 11:49:00,11088.469
2018-06-19 11:50:00,11083.394
2018-06-19 11:51:00,11083.394
2018-06-19 11:52:00,11047.869
2018-06-19 11:53:00,11058.019
2018-06-19 11:54:00,11063.094
2018-06-19 11:55:00,11042.794
2018-06-19 11:56:00,11037.719
2018-06-19 11:57:00,11032.644
2018-06-19 11:58:00,11042.794
2018-06-19 11:59:00,11042.794
2018-06-19 12:00:00,11058.019
2018-06-19 12:01:00,11052.944
2018-06-19 12:02:00,11052.944
2018-06-19 12:03:00,11047.869
2018-06-19 12:04:00,11047.869
2018-06-19 12:05:00,11052.944
2018-06-19 12:06:00,11047.869
2018-06-19 12:07:00,11052.944
2018-06-19 12:08:00,11047.869
2018-06-19 12:09:00,11047.869
2018-06-19 12:10:00,11037.719
2018-06-19 12:11:00,11047.869
2018-06-19 12:12:00,11047.869
2018-06-19 12:13:00,11042.794
2018-06-19 12:14:00,11047.869
2018-06-19 12:15:00,11052.944
2018-06-19 12:16:00,11052.944
2018-06-19 12:17:00,11052.944
2018-06-19 12:18:00,11052.944
2018-06-19 12:19:00,11063.094
2018-06-19 12:20:00,11068.169
2018-06-19 12:21:00,11068.169
2018-06-19 12:22:00,11073.244
2018-06-19 12:23:00,11052.944
2018-06-19 12:24:00,11052.944
2018-06-19 12:25:00,11052.944
2018-06-19 12:26:00,11047.869
2018-06-19 12:27:00,11058.019
2018-06-19 12:28:00,11047.869
2018-06-19 12:29:00,11058.019
2018-06-19 12:30:00,11058.019
2018-06-19 12:31:00,11058.019
2018-06-19 12:32:00,11058.019
2018-06-19 12:33:00,11042.794
2018-06-19 12:34:00,11063.094
2018-06-19 12:35:00,11058.019
2018-06-19 12:36:00,11042.794
2018-06-19 12:37:00,11042.794
2018-06-19 12:38:00,11042.794
2018-06-19 12:39:00,11042.794
2018-06-19 12:40:00,11052.944
2018-06-19 12:41:00,11042.794
2018-06-19 12:42:00,11042.794
2018-06-19 12:43:00,11042.794
2018-06-19 12:44:00,11058.019
2018-06-19 12:45:00,11032.644
2018-06-19 12:46:00,11037.719
2018-06-19 12:47:00,11047.869
2018-06-19 12:48:00,11037.719
2018-06-19 12:49:00,11037.719
2018-06-19 12:50:00,11022.494
2018-06-19 12:51:00,11017.419
2018-06-19 12:52:00,11012.344
2018-06-19 12:53:00,11012.344
2018-06-19 12:54:00,11002.194
2018-06-19 12:55:00,11007.269
2018-06-19 12:56:00,11002.194
2018-06-19 12:57:00,10992.044
2018-06-19 12:58:00,10986.969
2018-06-19 12:59:00,10997.119
2018-06-19 13:00:00,11002.194
2018-06-19 13:01:00,10992.044
2018-06-19 13:02:00,10997.119
2018-06-19 13:03:00,10992.044
2018-06-19 13:04:00,10997.119
2018-06-19 13:05:00,11007.269
2018-06-19 13:06:00,11027.569
2018-06-19 13:07:00,11017.419
2018-06-19 13:08:00,11017.419
2018-06-19 13:09:00,11017.419
2018-06-19 13:10:00,11017.419
2018-06-19 13:11:00,11007.269
2018-06-19 13:12:00,11007.269
2018-06-19 13:13:00,11007.269
2018-06-19 13:14:00,11017.419
2018-06-19 13:15:00,11017.419
2018-06-19 13:16:00,11012.344
2018-06-19 13:17:00,11007.269
2018-06-19 13:18:00,11007.269
2018-06-19 13:19:00,11007.269
2018-06-19 13:20:00,11002.194
2018-06-19 13:21:00,11032.644
2018-06-19 13:22:00,11037.719
2018-06-19 13:23:00,11047.869
2018-06-19 13:24:00,11022.494
2018-06-19 13:25:00,11047.869
2018-06-19 13:26:00,11047.869
2018-06-19 13:27:00,11058.019
2018-06-19 13:28:00,11108.769
2018-06-19 13:29:00,11139.219
2018-06-19 13:30:00,11164.594
2018-06-19 13:31:00,11154.444
2018-06-19 13:32:00,11159.519
2018-06-19 13:33:00,11164.594
2018-06-19 13:34:00,11159.519
2018-06-19 13:35:00,11159.519
2018-06-19 13:36:00,11164.594
2018-06-19 13:37:00,11174.744
2018-06-19 13:38:00,11200.119
2018-06-19 13:39:00,11189.969
2018-06-19 13:40:00,11184.894
2018-06-19 13:41:00,11184.894
2018-06-19 13:42:00,11195.044
2018-06-19 13:43:00,11200.119
2018-06-19 13:44:00,11215.344
2018-06-19 13:45:00,11205.194
2018-06-19 13:46:00,11205.194
2018-06-19 13:47:00,11205.194
2018-06-19 13:48:00,11205.194
2018-06-19 13:49:00,11200.119
2018-06-19 13:50:00,11189.969
2018-06-19 13:51:00,11195.044
2018-06-19 13:52:00,11195.044
2018-06-19 13:53:00,11210.269
2018-06-19 13:54:00,11215.344
2018-06-19 13:55:00,11215.344
2018-06-19 13:56:00,11215.344
2018-06-19 13:57:00,11225.494
2018-06-19 13:58:00,11225.494
2018-06-19 13:59:00,11225.494
2018-06-19 14:00:00,11225.494
2018-06-19 14:01:00,11240.719
2018-06-19 14:02:00,11245.794
2018-06-19 14:03:00,11245.794
2018-06-19 14:04:00,11240.719
2018-06-19 14:05:00,11235.644
2018-06-19 14:06:00,11230.569
2018-06-19 14:07:00,11240.719
2018-06-19 14:08:00,11240.719
2018-06-19 14:09:00,11240.719
2018-06-19 14:10:00,11240.719
2018-06-19 14:11:00,11240.719
2018-06-19 14:12:00,11250.869
2018-06-19 14:13:00,11245.794
2018-06-19 14:14:00,11245.794
2018-06-19 14:15:00,11240.719
2018-06-19 14:16:00,11245.794
2018-06-19 14:17:00,11240.719
2018-06-19 14:18:00,11245.794
2018-06-19 14:19:00,11245.794
2018-06-19 14:20:00,11240.719
2018-06-19 14:21:00,11240.719
2018-06-19 14:22:00,11240.719
2018-06-19 14:23:00,11250.869
2018-06-19 14:24:00,11250.869
2018-06-19 14:25:00,11245.794
2018-06-19 14:26:00,11255.944
2018-06-19 14:27:00,11255.944
2018-06-19 14:28:00,11266.094
2018-06-19 14:29:00,11266.094
2018-06-19 14:30:00,11261.019
2018-06-19 14:31:00,11255.944
2018-06-19 14:32:00,11255.944
2018-06-19 14:33:00,11255.944
2018-06-19 14:34:00,11261.019
2018-06-19 14:35:00,11255.944
2018-06-19 14:36:00,11255.944
2018-06-19 14:37:00,11250.869
2018-06-19 14:38:00,11250.869
2018-06-19 14:39:00,11255.944
2018-06-19 14:40:00,11266.094
2018-06-19 14:41:00,11266.094
2018-06-19 14:42:00,11266.094
2018-06-19 14:43:00,11266.094
2018-06-19 14:44:00,11261.019
2018-06-19 14:45:00,11261.019
2018-06-19 14:46:00,11271.169
2018-06-19 14:47:00,11266.094
2018-06-19 14:48:00,11261.019
2018-06-19 14:49:00,11271.169
2018-06-19 14:50:00,11266.094
2018-06-19 14:51:00,11271.169
2018-06-19 14:52:00,11266.094
2018-06-19 14:53:00,11266.094
2018-06-19 14:54:00,11266.094
2018-06-19 14:55:00,11261.019
2018-06-19 14:56:00,11261.019
2018-06-19 14:57:00,11261.019
2018-06-19 14:58:00,11255.944
2018-06-19 14:59:00,11261.019
2018-06-19 15:00:00,11261.019
2018-06-19 15:01:00,11255.944
2018-06-19 15:02:00,11255.944
2018-06-19 15:03:00,11255.944
2018-06-19 15:04:00,11255.944
2018-06-19 15:05:00,11255.944
2018-06-19 15:06:00,11255.944
2018-06-19 15:07:00,11255.944
2018-06-19 15:08:00,11250.869
2018-06-19 15:09:00,11250.869
2018-06-19 15:10:00,11255.944
2018-06-19 15:11:00,11250.869
2018-06-19 15:12:00,11255.944
2018-06-19 15:13:00,11255.944
2018-06-19 15:14:00,11255.944
2018-06-19 15:15:00,11255.944
2018-06-19 15:16:00,11255.944
2018-06-19 15:17:00,11255.944
2018-06-19 15:18:00,11255.944
2018-06-19 15:19:00,11250.869
2018-06-19 15:20:00,11255.944
2018-06-19 15:21:00,11255.944
2018-06-19 15:22:00,11266.094
2018-06-19 15:23:00,11266.094
2018-06-19 15:24:00,11276.244
2018-06-19 15:25:00,11276.244
2018-06-19 15:26:00,11281.319
2018-06-19 15:27:00,11281.319
2018-06-19 15:28:00,11276.244
2018-06-19 15:29:00,11271.169
2018-06-19 15:30:00,11271.169
2018-06-19 15:31:00,11276.244
2018-06-19 15:32:00,11276.244
2018-06-19 15:33:00,11276.244
2018-06-19 15:34:00,11271.169
2018-06-19 15:35:00,11271.169
2018-06-19 15:36:00,11261.019
2018-06-19 15:37:00,11261.019
2018-06-19 15:38:00,11266.094
2018-06-19 15:39:00,11266.094
2018-06-19 15:40:00,11266.094
2018-06-19 15:41:00,11261.019
2018-06-19 15:42:00,11261.019
2018-06-19 15:43:00,11261.019
2018-06-19 15:44:00,11261.019
2018-06-19 15:45:00,11266.094
2018-06-19 15:46:00,11276.244
2018-06-19 15:47:00,11276.244
2018-06-19 15:48:00,11276.244
2018-06-19 15:49:00,11271.169
2018-06-19 15:50:00,11296.544
2018-06-19 15:51:00,11296.544
2018-06-19 15:52:00,11326.994
2018-06-19 15:53:00,11326.994
2018-06-19 15:54:00,11326.994
2018-06-19 15:55:00,11316.844
2018-06-19 15:56:00,11316.844
2018-06-19 15:57:00,11311.769
2018-06-19 15:58:00,11306.694
2018-06-19 15:59:00,11266.094
2018-06-19 16:59:00,11281.319
2018-06-19 17:00:00,11306.694
2018-06-19 17:01:00,11301.619
2018-06-19 17:02:00,11301.619
2018-06-19 17:03:00,11291.469
2018-06-19 17:04:00,11291.469
2018-06-19 17:05:00,11291.469
2018-06-19 17:06:00,11291.469
2018-06-19 17:07:00,11291.469
2018-06-19 17:08:00,11291.469
2018-06-19 17:09:00,11301.619
2018-06-19 17:10:00,11301.619
2018-06-19 17:11:00,11286.394
2018-06-19 17:12:00,11286.394
2018-06-19 17:13:00,11266.094
2018-06-19 17:14:00,11261.019
2018-06-19 17:15:00,11261.019
2018-06-19 17:16:00,11261.019
2018-06-19 17:17:00,11261.019
2018-06-19 17:18:00,11261.019
2018-06-19 17:19:00,11255.944
2018-06-19 17:20:00,11255.944
2018-06-19 17:21:00,11255.944
2018-06-19 17:22:00,11266.094
2018-06-19 17:23:00,11286.394
2018-06-19 17:24:00,11286.394
2018-06-19 17:25:00,11286.394
2018-06-19 17:26:00,11266.094
2018-06-19 17:27:00,11266.094
2018-06-19 17:28:00,11266.094
2018-06-19 17:29:00,11266.094
2018-06-19 17:30:00,11266.094
2018-06-19 17:31:00,11266.094
2018-06-19 17:32:00,11261.019
2018-06-19 17:33:00,11261.019
2018-06-19 17:34:00,11266.094
2018-06-19 17:35:00,11276.244
2018-06-19 17:36:00,11276.244
2018-06-19 17:37:00,11276.244
2018-06-19 17:38:00,11261.019
2018-06-19 17:39:00,11261.019
2018-06-19 17:40:00,11276.244
2018-06-19 17:41:00,11276.244
2018-06-19 17:42:00,11286.394
2018-06-19 17:43:00,11286.394
2018-06-19 17:44:00,11286.394
2018-06-19 17:45:00,11286.394
2018-06-19 17:46:00,11286.394
2018-06-19 17:47:00,11286.394
2018-06-19 17:48:00,11286.394
2018-06-19 17:49:00,11286.394
2018-06-19 17:50:00,11281.319
2018-06-19 17:51:00,11281.319
2018-06-19 17:52:00,11281.319
2018-06-19 17:53:00,11281.319
2018-06-19 17:54:00,11281.319
2018-06-19 17:55:00,11281.319
2018-06-19 17:56:00,11281.319
2018-06-19 17:57:00,11281.319
2018-06-19 17:58:00,11281.319
2018-06-19 17:59:00,11281.319
2018-06-19 18:00:00,11281.319
2018-06-19 18:01:00,11281.319
2018-06-19 18:02:00,11286.394
2018-06-19 18:03:00,11286.394
2018-06-19 18:04:00,11286.394
2018-06-19 18:05:00,11286.394
2018-06-19 18:06:00,11286.394
2018-06-19 18:07:00,11286.394
2018-06-19 18:08:00,11286.394
2018-06-19 18:09:00,11286.394
2018-06-19 18:10:00,11286.394
2018-06-19 18:11:00,11286.394
2018-06-19 18:12:00,11286.394
2018-06-19 18:13:00,11281.319
2018-06-19 18:14:00,11276.244
2018-06-19 18:15:00,11276.244
2018-06-19 18:16:00,11276.244
2018-06-19 18:17:00,11276.244
2018-06-19 18:18:00,11276.244
2018-06-19 18:19:00,11276.244
2018-06-19 18:20:00,11276.244
2018-06-19 18:21:00,11266.094
2018-06-19 18:22:00,11266.094
2018-06-19 18:23:00,11271.169
2018-06-19 18:24:00,11271.169
2018-06-19 18:25:00,11271.169
2018-06-19 18:26:00,11271.169
2018-06-19 18:27:00,11271.169
2018-06-19 18:28:00,11271.169
2018-06-19 18:29:00,11271.169
2018-06-19 18:30:00,11271.169
2018-06-19 18:31:00,11271.169
2018-06-19 18:32:00,11261.019
2018-06-19 18:33:00,11261.019
2018-06-19 18:34:00,11261.019
2018-06-19 18:35:00,11261.019
2018-06-19 18:36:00,11261.019
2018-06-19 18:37:00,11261.019
2018-06-19 18:38:00,11261.019
2018-06-19 18:39:00,11261.019
2018-06-19 18:40:00,11261.019
2018-06-19 18:41:00,11261.019
2018-06-19 18:42:00,11261.019
2018-06-19 18:43:00,11261.019
2018-06-19 18:44:00,11261.019
2018-06-19 18:45:00,11261.019
2018-06-19 18:46:00,11261.019
2018-06-19 18:47:00,11261.019
2018-06-19 18:48:00,11261.019
2018-06-19 18:49:00,11261.019
2018-06-19 18:50:00,11281.319
2018-06-19 18:51:00,11281.319
2018-06-19 18:52:00,11281.319
2018-06-19 18:53:00,11286.394
2018-06-19 18:54:00,11291.469
2018-06-19 18:55:00,11286.394
2018-06-19 18:56:00,11286.394
2018-06-19 18:57:00,11286.394
2018-06-19 18:58:00,11276.244
2018-06-19 18:59:00,11276.244
2018-06-19 19:00:00,11276.244
2018-06-19 19:01:00,11276.244
2018-06-19 19:02:00,11276.244
2018-06-19 19:03:00,11281.319
2018-06-19 19:04:00,11281.319
2018-06-19 19:05:00,11281.319
2018-06-19 19:06:00,11286.394
2018-06-19 19:07:00,11276.244
2018-06-19 19:08:00,11276.244
2018-06-19 19:09:00,11276.244
2018-06-19 19:10:00,11276.244
2018-06-19 19:11:00,11276.244
2018-06-19 19:12:00,11276.244
2018-06-19 19:13:00,11276.244
2018-06-19 19:14:00,11281.319
2018-06-19 19:15:00,11286.394
2018-06-19 19:16:00,11286.394
2018-06-19 19:17:00,11286.394
2018-06-19 19:18:00,11286.394
2018-06-19 19:19:00,11286.394
2018-06-19 19:20:00,11286.394
2018-06-19 19:21:00,11286.394
2018-06-19 19:22:00,11286.394
2018-06-19 19:23:00,11286.394
2018-06-19 19:24:00,11286.394
2018-06-19 19:25:00,11286.394
2018-06-19 19:26:00,11286.394
2018-06-19 19:27:00,11286.394
2018-06-19 19:28:00,11286.394
2018-06-19 19:29:00,11286.394
2018-06-19 19:30:00,11286.394
2018-06-19 19:31:00,11286.394
2018-06-19 19:32:00,11286.394
2018-06-19 19:33:00,11286.394
2018-06-19 19:34:00,11286.394
2018-06-19 19:35:00,11286.394
2018-06-19 19:36:00,11286.394
2018-06-19 19:37:00,11286.394
2018-06-19 19:38:00,11286.394
2018-06-19 19:39:00,11281.319
2018-06-19 19:40:00,11281.319
2018-06-19 19:41:00,11276.244
2018-06-19 19:42:00,11276.244
2018-06-19 19:43:00,11276.244
2018-06-19 19:44:00,11276.244
2018-06-19 19:45:00,11276.244
2018-06-19 19:46:00,11276.244
2018-06-19 19:47:00,11276.244
2018-06-19 19:48:00,11281.319
2018-06-19 19:49:00,11281.319
2018-06-19 19:50:00,11286.394
2018-06-19 19:51:00,11286.394
2018-06-19 19:52:00,11286.394
2018-06-19 19:53:00,11286.394
2018-06-19 19:54:00,11286.394
2018-06-19 19:55:00,11291.469
2018-06-19 19:56:00,11296.544
2018-06-19 19:57:00,11291.469
2018-06-19 19:58:00,11291.469
2018-06-19 19:59:00,11296.544
2018-06-19 20:00:00,11296.544
2018-06-19 20:01:00,11296.544
2018-06-19 20:02:00,11296.544
2018-06-19 20:03:00,11296.544
2018-06-19 20:04:00,11296.544
2018-06-19 20:05:00,11296.544
2018-06-19 20:06:00,11296.544
2018-06-19 20:07:00,11296.544
2018-06-19 20:08:00,11301.619
2018-06-19 20:09:00,11301.619
2018-06-19 20:10:00,11306.694
2018-06-19 20:11:00,11306.694
2018-06-19 20:12:00,11306.694
2018-06-19 20:13:00,11306.694
2018-06-19 20:14:00,11306.694
2018-06-19 20:15:00,11316.844
2018-06-19 20:16:00,11316.844
2018-06-19 20:17:00,11316.844
2018-06-19 20:18:00,11296.544
2018-06-19 20:19:00,11296.544
2018-06-19 20:20:00,11296.544
2018-06-19 20:21:00,11296.544
2018-06-19 20:22:00,11296.544
2018-06-19 20:23:00,11281.319
2018-06-19 20:24:00,11281.319
2018-06-19 20:25:00,11281.319
2018-06-19 20:26:00,11281.319
2018-06-19 20:27:00,11281.319
2018-06-19 20:28:00,11281.319
2018-06-19 20:29:00,11281.319
2018-06-19 20:30:00,11276.244
2018-06-19 20:31:00,11281.319
2018-06-19 20:32:00,11281.319
2018-06-19 20:33:00,11281.319
2018-06-19 20:34:00,11281.319
2018-06-19 20:35:00,11281.319
2018-06-19 20:36:00,11281.319
2018-06-19 20:37:00,11301.619
2018-06-19 20:38:00,11296.544
2018-06-19 20:39:00,11296.544
2018-06-19 20:40:00,11296.544
2018-06-19 20:41:00,11286.394
2018-06-19 20:42:00,11286.394
2018-06-19 20:43:00,11286.394
2018-06-19 20:44:00,11286.394
2018-06-19 20:45:00,11296.544
2018-06-19 20:46:00,11296.544
2018-06-19 20:47:00,11296.544
2018-06-19 20:48:00,11296.544
2018-06-19 20:49:00,11296.544
2018-06-19 20:50:00,11296.544
2018-06-19 20:51:00,11296.544
2018-06-19 20:52:00,11296.544
2018-06-19 20:53:00,11296.544
2018-06-19 20:54:00,11296.544
2018-06-19 20:55:00,11296.544
2018-06-19 20:56:00,11296.544
2018-06-19 20:57:00,11286.394
2018-06-19 20:58:00,11291.469
2018-06-19 20:59:00,11281.319
2018-06-19 21:00:00,11276.244
2018-06-19 21:01:00,11291.469
2018-06-19 21:02:00,11286.394
2018-06-19 21:03:00,11291.469
2018-06-19 21:04:00,11301.619
2018-06-19 21:05:00,11301.619
2018-06-19 21:06:00,11301.619
2018-06-19 21:07:00,11301.619
2018-06-19 21:08:00,11296.544
2018-06-19 21:09:00,11296.544
2018-06-19 21:10:00,11291.469
2018-06-19 21:11:00,11276.244
2018-06-19 21:12:00,11276.244
2018-06-19 21:13:00,11276.244
2018-06-19 21:14:00,11276.244
2018-06-19 21:15:00,11276.244
2018-06-19 21:16:00,11266.094
2018-06-19 21:17:00,11255.944
2018-06-19 21:18:00,11255.944
2018-06-19 21:19:00,11255.944
2018-06-19 21:20:00,11255.944
2018-06-19 21:21:00,11255.944
2018-06-19 21:22:00,11255.944
2018-06-19 21:23:00,11255.944
2018-06-19 21:24:00,11255.944
2018-06-19 21:25:00,11255.944
2018-06-19 21:26:00,11245.794
2018-06-19 21:27:00,11245.794
2018-06-19 21:28:00,11245.794
2018-06-19 21:29:00,11245.794
2018-06-19 21:30:00,11245.794
2018-06-19 21:31:00,11245.794
2018-06-19 21:32:00,11250.869
2018-06-19 21:33:00,11255.944
2018-06-19 21:34:00,11255.944
2018-06-19 21:35:00,11255.944
2018-06-19 21:36:00,11255.944
2018-06-19 21:37:00,11255.944
2018-06-19 21:38:00,11255.944
2018-06-19 21:39:00,11255.944
2018-06-19 21:40:00,11255.944
2018-06-19 21:41:00,11255.944
2018-06-19 21:42:00,11255.944
2018-06-19 21:43:00,11255.944
2018-06-19 21:44:00,11250.869
2018-06-19 21:45:00,11250.869
2018-06-19 21:46:00,11250.869
2018-06-19 21:47:00,11255.944
2018-06-19 21:48:00,11255.944
2018-06-19 21:49:00,11255.944
2018-06-19 21:50:00,11255.944
2018-06-19 21:51:00,11255.944
2018-06-19 21:52:00,11266.094
2018-06-19 21:53:00,11255.944
2018-06-19 21:54:00,11255.944
2018-06-19 21:55:00,11255.944
2018-06-19 21:56:00,11255.944
2018-06-19 21:57:00,11255.944
2018-06-19 21:58:00,11255.944
2018-06-19 21:59:00,11255.944
2018-06-19 22:00:00,11255.944
2018-06-19 22:01:00,11255.944
2018-06-19 22:02:00,11245.794
2018-06-19 22:03:00,11245.794
2018-06-19 22:04:00,11250.869
2018-06-19 22:05:00,11250.869
2018-06-19 22:06:00,11250.869
2018-06-19 22:07:00,11250.869
2018-06-19 22:08:00,11245.794
2018-06-19 22:09:00,11250.869
2018-06-19 22:10:00,11250.869
2018-06-19 22:11:00,11245.794
2018-06-19 22:12:00,11245.794
2018-06-19 22:13:00,11245.794
2018-06-19 22:14:00,11245.794
2018-06-19 22:15:00,11255.944
2018-06-19 22:16:00,11255.944
2018-06-19 22:17:00,11255.944
2018-06-19 22:18:00,11255.944
2018-06-19 22:19:00,11255.944
2018-06-19 22:20:00,11255.944
2018-06-19 22:21:00,11255.944
2018-06-19 22:22:00,11255.944
2018-06-19 22:23:00,11255.944
2018-06-19 22:24:00,11255.944
2018-06-19 22:25:00,11255.944
2018-06-19 22:26:00,11250.869
2018-06-19 22:27:00,11250.869
2018-06-19 22:28:00,11250.869
2018-06-19 22:29:00,11255.944
2018-06-19 22:30:00,11255.944
2018-06-19 22:31:00,11250.869
2018-06-19 22:32:00,11250.869
2018-06-19 22:33:00,11250.869
2018-06-19 22:34:00,11250.869
2018-06-19 22:35:00,11250.869
2018-06-19 22:36:00,11250.869
2018-06-19 22:37:00,11250.869
2018-06-19 22:38:00,11250.869
2018-06-19 22:39:00,11250.869
2018-06-19 22:40:00,11250.869
2018-06-19 22:41:00,11245.794
2018-06-19 22:42:00,11250.869
2018-06-19 22:43:00,11250.869
2018-06-19 22:44:00,11255.944
2018-06-19 22:45:00,11250.869
2018-06-19 22:46:00,11250.869
2018-06-19 22:47:00,11250.869
2018-06-19 22:48:00,11250.869
2018-06-19 22:49:00,11250.869
2018-06-19 22:50:00,11255.944
2018-06-19 22:51:00,11250.869
2018-06-19 22:52:00,11250.869
2018-06-19 22:53:00,11255.944
2018-06-19 22:54:00,11255.944
2018-06-19 22:55:00,11255.944
2018-06-19 22:56:00,11255.944
2018-06-19 22:57:00,11255.944
2018-06-19 22:58:00,11255.944
2018-06-19 22:59:00,11255.944
2018-06-19 23:00:00,11255.944
2018-06-19 23:01:00,11255.944
2018-06-19 23:02:00,11266.094
2018-06-19 23:03:00,11255.944
2018-06-19 23:04:00,11266.094
2018-06-19 23:05:00,11266.094
2018-06-19 23:06:00,11266.094
2018-06-19 23:07:00,11266.094
2018-06-19 23:08:00,11266.094
2018-06-19 23:09:00,11261.019
2018-06-19 23:10:00,11255.944
2018-06-19 23:11:00,11255.944
2018-06-19 23:12:00,11255.944
2018-06-19 23:13:00,11255.944
2018-06-19 23:14:00,11255.944
2018-06-19 23:15:00,11255.944
2018-06-19 23:16:00,11255.944
2018-06-19 23:17:00,11255.944
2018-06-19 23:18:00,11255.944
2018-06-19 23:19:00,11266.094
2018-06-19 23:20:00,11266.094
2018-06-19 23:21:00,11266.094
2018-06-19 23:22:00,11266.094
2018-06-19 23:23:00,11266.094
2018-06-19 23:24:00,11266.094
2018-06-19 23:25:00,11266.094
2018-06-19 23:26:00,11266.094
2018-06-19 23:27:00,11266.094
2018-06-19 23:28:00,11266.094
2018-06-19 23:29:00,11276.244
2018-06-19 23:30:00,11271.169
2018-06-19 23:31:00,11281.319
2018-06-19 23:32:00,11286.394
2018-06-19 23:33:00,11281.319
2018-06-19 23:34:00,11286.394
2018-06-19 23:35:00,11286.394
2018-06-19 23:36:00,11281.319
2018-06-19 23:37:00,11281.319
2018-06-19 23:38:00,11286.394
2018-06-19 23:39:00,11291.469
2018-06-19 23:40:00,11291.469
2018-06-19 23:41:00,11291.469
2018-06-19 23:42:00,11291.469
2018-06-19 23:43:00,11291.469
2018-06-19 23:44:00,11291.469
2018-06-19 23:45:00,11296.544
2018-06-19 23:46:00,11301.619
2018-06-19 23:47:00,11291.469
2018-06-19 23:48:00,11301.619
2018-06-19 23:49:00,11301.619
2018-06-19 23:50:00,11301.619
2018-06-19 23:51:00,11301.619
2018-06-19 23:52:00,11301.619
2018-06-19 23:53:00,11301.619
2018-06-19 23:54:00,11311.769
2018-06-19 23:55:00,11306.694
2018-06-19 23:56:00,11311.769
2018-06-19 23:57:00,11311.769
2018-06-19 23:58:00,11311.769
2018-06-19 23:59:00,11311.769
2018-06-20 00:00:00,11306.694
2018-06-20 00:01:00,11316.844
2018-06-20 00:02:00,11311.769
2018-06-20 00:03:00,11311.769
2018-06-20 00:04:00,11311.769
2018-06-20 00:05:00,11311.769
2018-06-20 00:06:00,11311.769
2018-06-20 00:07:00,11311.769
2018-06-20 00:08:00,11311.769
2018-06-20 00:09:00,11311.769
2018-06-20 00:10:00,11316.844
2018-06-20 00:11:00,11316.844
2018-06-20 00:12:00,11316.844
2018-06-20 00:13:00,11316.844
2018-06-20 00:14:00,11316.844
2018-06-20 00:15:00,11316.844
2018-06-20 00:16:00,11321.919
2018-06-20 00:17:00,11316.844
2018-06-20 00:18:00,11316.844
2018-06-20 00:19:00,11316.844
2018-06-20 00:20:00,11316.844
2018-06-20 00:21:00,11316.844
2018-06-20 00:22:00,11316.844
2018-06-20 00:23:00,11316.844
2018-06-20 00:24:00,11316.844
2018-06-20 00:25:00,11321.919
2018-06-20 00:26:00,11321.919
